ASV52	gi|1861039807|dbj|LC546634.1|	Bradyrhizobium sp. SO-263 gene for 16S ribosomal RNA, partial sequence	5.23e-127	468	100.000	100	100
ASV53	gi|1860086179|gb|MT645831.1|	Streptomyces sp. strain BGP49 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV54	gi|1605040136|gb|MK727202.1|	Uncultured bacterium clone OTU_966 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV55	gi|1859640921|gb|MF281998.2|	Mycobacterium sp. strain J101 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV56	gi|1384892897|gb|KY802243.1|	Uncultured bacterium clone LMP12_16S_OTU_0059 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV57	gi|1253558550|gb|MG101161.1|	Uncultured bacterium clone OTU285_Control_M1.24079 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV58	gi|1782941735|dbj|AB835073.1|	Burkholderiales bacterium Se3Ps_2574 gene for 16S rRNA, partial sequence	5.23e-127	468	100.000	100	100
ASV59	gi|1496540430|gb|MH526440.1|	Uncultured bacterium clone OTU_2792 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV60	gi|1368656828|gb|MH098785.1|	Uncultured bacterium clone 16S(V3+V4)-2729 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV61	gi|1496540380|gb|MH526390.1|	Uncultured bacterium clone OTU_2742 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV62	gi|1189448134|gb|MF046828.1|	Uncultured bacterium clone A246 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV63	gi|1860087426|gb|MT645963.1|	Rhizobium sophorae strain IST6 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV64	gi|1189449368|gb|MF048062.1|	Uncultured bacterium clone A1480 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV65	gi|1243274025|gb|MF967905.1|	Uncultured bacterium clone OTU310_LOL1.43702 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV66	gi|1847699040|gb|MT549092.1|	Streptomyces sp. strain HBUM206345 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV67	gi|32250559|gb|AY289480.1|	Uncultured soil bacterium clone ABS-650 16S ribosomal RNA gene, partial sequence	5.26e-122	451	98.814	100	100
ASV68	gi|1253558732|gb|MG101343.1|	Uncultured bacterium clone OTU470_Control_M4.29976 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV69	gi|1846256386|gb|MT527697.1|	Geodermatophilus sp. strain SYSU_D01040 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV70	gi|1189449903|gb|MF048597.1|	Uncultured bacterium clone A2015 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV71	gi|1243273856|gb|MF967736.1|	Uncultured bacterium clone OTU131_DOL3.76742 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV72	gi|1578791285|gb|MK544549.1|	Uncultured bacterium clone OTU_28 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV73	gi|1194872743|gb|MF015752.1|	Uncultured bacterium clone 11443 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV74	gi|1387902732|gb|MH313657.1|	Uncultured bacterium clone OTU_1720 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV75	gi|1388704198|gb|KY890342.1|	Uncultured bacterium clone 2007WL_16S_OTU_0015 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV76	gi|1776910661|gb|MN708094.1|	Uncultured Alphaproteobacteria bacterium clone Chel4-2-67 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV77	gi|1208904616|gb|MF366093.1|	Uncultured bacterium clone 657034_1 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV78	gi|1768401489|gb|MN596150.1|	Terrabacter sp. strain PP-WT-4G-248 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV79	gi|1685832022|gb|MN072748.1|	Uncultured Devosia sp. clone OTU34 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV81	gi|1315909928|gb|MG716300.1|	Uncultured bacterium clone 745 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV82	gi|1605039444|gb|MK726510.1|	Uncultured bacterium clone OTU_154 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV83	gi|1496539143|gb|MH525153.1|	Uncultured bacterium clone OTU_1505 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV84	gi|1243273796|gb|MF967676.1|	Uncultured bacterium clone OTU70_DOL3.44950 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV85	gi|1214630715|gb|MF439321.1|	Uncultured bacterium clone cafs90 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV86	gi|1253558651|gb|MG101262.1|	Uncultured bacterium clone OTU388_Control_M2.4289 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV87	gi|1109494636|gb|KY279217.1|	Uncultured bacterium clone CP_Otu4109 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV88	gi|1253558560|gb|MG101171.1|	Uncultured bacterium clone OTU295_Control_M1.31004 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV89	gi|1243274855|gb|MF968735.1|	Uncultured bacterium clone OTU1195_DOM2.50377 16S ribosomal RNA gene, partial sequence	1.46e-127	470	100.000	100	100
ASV90	gi|1527124386|emb|LR130714.1|	Uncultured bacterium partial 16S rRNA gene, clone C12_MZ033C_DNA	5.23e-127	468	100.000	100	100
ASV91	gi|1243274143|gb|MF968023.1|	Uncultured bacterium clone OTU433_LOL2.45224 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV92	gi|1496540612|gb|MH526622.1|	Uncultured bacterium clone OTU_2974 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV93	gi|1206876089|gb|MF347990.1|	Uncultured bacterium clone OTU49 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV94	gi|1496538847|gb|MH524857.1|	Uncultured bacterium clone OTU_1209 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV96	gi|1194864622|gb|MF007631.1|	Uncultured bacterium clone 03175 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV97	gi|1388705728|gb|KY891872.1|	Uncultured bacterium clone 2007WL_16S_OTU_1557 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV98	gi|1109495256|gb|KY279837.1|	Uncultured bacterium clone CP_Otu4797 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV99	gi|1847923843|dbj|AB933528.1|	Bradyrhizobium sp. Iri 5/5 genes for 16S rRNA, 16S-23S ribosomal RNA internal transcribed spacer, tRNA-Ile, tRNA-Ala, 23S rRNA, partial and complete sequence	5.23e-127	468	100.000	100	100
ASV100	gi|1613882304|gb|MK785055.1|	Tumebacillus sp. SYSU S10001 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV101	gi|1605040500|gb|MK727566.1|	Uncultured bacterium clone OTU_1398 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV102	gi|1388705004|gb|KY891148.1|	Uncultured bacterium clone 2007WL_16S_OTU_0829 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV103	gi|2802909545|dbj|LC776205.1|	Uncultured Mesorhizobium sp. bASV12 gene for 16S rRNA, partial sequence	5.23e-127	468	100.000	100	100
ASV104	gi|1854756118|gb|MN540443.1|	Uncultured bacterium clone B285 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV105	gi|1831805777|emb|LR760188.1|	Uncultured alpha proteobacterium partial 16S rRNA gene, clone BellaADN-013_E8	5.23e-127	468	100.000	100	100
ASV106	gi|1985647436|emb|HG990866.1|	uncultured Gaiella sp. partial 16S rRNA gene	5.23e-127	468	100.000	100	100
ASV107	gi|2163808235|emb|LR981233.1|	uncultured bacterium partial 16S rRNA gene	5.23e-127	468	100.000	100	100
ASV108	gi|1496543308|gb|MH529318.1|	Uncultured bacterium clone OTU_5670 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV109	gi|2795023625|gb|PQ251660.1|	Uncultured Gammaproteobacteria bacterium clone OTU4763 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV110	gi|2795023923|gb|PQ251800.1|	Uncultured Candidatus Udaeobacter sp. clone OTU10592 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV112	gi|1776910700|gb|MN708133.1|	Uncultured Verrucomicrobia bacterium clone Karl5-1-57 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV113	gi|1008321576|gb|KU151320.1|	Uncultured bacterium clone 14.2G_57 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV114	gi|1243274125|gb|MF968005.1|	Uncultured bacterium clone OTU413_LOL2.38827 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV115	gi|939581659|gb|KR834582.1|	Uncultured Tumebacillus sp. clone OTU_3298 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV116	gi|1841577695|gb|MT464534.1|	Uncultured Acetobacteraceae bacterium clone OTU_209 16S ribosomal RNA gene, partial sequence.	5.23e-127	468	100.000	100	100
ASV117	gi|1483569761|gb|MH989796.1|	Uncultured bacterium clone OTU197_Control_WM4_A.27706 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV118	gi|748068144|gb|KM981044.1|	Uncultured microorganism clone 451 small subunit ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV119	gi|1847317026|gb|MT542325.1|	Bacillus sp. (in: Bacteria) strain RESI-13 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV120	gi|1189449917|gb|MF048611.1|	Uncultured bacterium clone A2029 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV121	gi|1496543208|gb|MH529218.1|	Uncultured bacterium clone OTU_5570 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV122	gi|1846256367|gb|MT527678.1|	Blastococcus sp. strain SYSU_D00922 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV123	gi|1384893253|gb|KY802599.1|	Uncultured bacterium clone LMP12_16S_OTU_0415 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV124	gi|1118701689|gb|KU959196.1|	Uncultured bacterium clone Otu1001 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV125	gi|1770960950|gb|MN629086.1|	Brevundimonas vesicularis strain B49 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV127	gi|1474769876|gb|MH445032.1|	Uncultured bacterium clone JSP_113 16S ribosomal RNA gene, and 16S-23S ribosomal RNA intergenic spacer gene, region	5.23e-127	468	100.000	100	100
ASV128	gi|1388705920|gb|KY892064.1|	Uncultured bacterium clone 2007WL_16S_OTU_1749 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV129	gi|2795020098|gb|PQ250091.1|	Uncultured bacterium clone OTU209 16S ribosomal RNA gene, partial sequence	1.46e-127	470	100.000	100	100
ASV130	gi|1241822172|gb|MF950650.1|	Uncultured bacterium clone OTU1699_P_Control_T2.45378 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV131	gi|1243274249|gb|MF968129.1|	Uncultured bacterium clone OTU545_LOL3.5460 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV132	gi|1384892942|gb|KY802288.1|	Uncultured bacterium clone LMP12_16S_OTU_0104 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV133	gi|1779613664|gb|MN749756.1|	Azohydromonas sp. strain UFLA_324 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV134	gi|1111656639|gb|KY300664.1|	Uncultured bacterium clone denovo7432 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV135	gi|1834981662|gb|MT378469.1|	Caballeronia calidae strain J8R10LARS 16S ribosomal RNA gene, partial sequence	1.46e-127	470	100.000	100	100
ASV136	gi|1189448523|gb|MF047217.1|	Uncultured bacterium clone A635 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV137	gi|1496539614|gb|MH525624.1|	Uncultured bacterium clone OTU_1976 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV138	gi|1574027686|gb|MK527787.1|	Uncultured bacterium clone Qb_109f_71 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV139	gi|1860086178|gb|MT645830.1|	Streptomyces sp. strain BGP46 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV140	gi|1858806618|gb|MT632023.1|	Streptomyces sp. strain RKBH-B7 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV141	gi|1172205872|emb|LT721119.1|	Uncultured bacterium partial 16S rRNA gene, clone C60.11_1786977	5.23e-127	468	100.000	100	100
ASV143	gi|1220341902|gb|MF556240.1|	Uncultured bacterium clone 525 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV144	gi|1384893317|gb|KY802663.1|	Uncultured bacterium clone LMP12_16S_OTU_0479 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV145	gi|1855144257|gb|MT611248.1|	Actinoplanes sp. strain T74 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV146	gi|1388708344|gb|KY894488.1|	Uncultured bacterium clone 2007WL_16S_OTU_4197 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV147	gi|1836062187|gb|MT415966.1|	Mesorhizobium sp. LL-AP116 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV148	gi|1241822072|gb|MF950550.1|	Uncultured bacterium clone OTU1595_P_Control_M1.32524 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV149	gi|1388704313|gb|KY890457.1|	Uncultured bacterium clone 2007WL_16S_OTU_0131 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV150	gi|1387902475|gb|MH313400.1|	Uncultured bacterium clone OTU_1432 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV151	gi|1578791332|gb|MK544596.1|	Uncultured bacterium clone OTU_93 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV152	gi|1723764323|gb|MN319555.1|	Streptomyces acidicola strain K1PN6 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV153	gi|1387904884|gb|MH315809.1|	Uncultured bacterium clone OTU_4176 16S ribosomal RNA gene, partial sequence	2.43e-125	462	99.605	100	100
ASV154	gi|1483569604|gb|MH989639.1|	Uncultured bacterium clone OTU38_Control_WM4_A.13347 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV155	gi|1189449379|gb|MF048073.1|	Uncultured bacterium clone A1491 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV156	gi|1384893168|gb|KY802514.1|	Uncultured bacterium clone LMP12_16S_OTU_0330 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV157	gi|1388709784|gb|KY895928.1|	Uncultured bacterium clone 2007WL_16S_OTU_5652 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV158	gi|1773989647|gb|MN655073.1|	Uncultured Hyphomicrobiales bacterium clone OTU469 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV159	gi|1220344695|gb|MF559033.1|	Uncultured bacterium clone 3451 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV160	gi|1243274426|gb|MF968306.1|	Uncultured bacterium clone OTU736_LOM3.21756 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV161	gi|1838482279|gb|MT436434.1|	Terribacillus sp. strain TC45 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV162	gi|1100248981|gb|KU968184.1|	Uncultured bacterium clone 2049 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV163	gi|1496540836|gb|MH526846.1|	Uncultured bacterium clone OTU_3198 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV164	gi|1773990314|gb|MN655317.1|	Uncultured Skermanella sp. clone OTU4 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV165	gi|1634552355|gb|MK894799.1|	Uncultured bacterium clone Danakil_Assale_lake_PASS_B1_37 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV166	gi|1388708011|gb|KY894155.1|	Uncultured bacterium clone 2007WL_16S_OTU_3859 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV167	gi|1149281421|gb|KU455719.1|	Uncultured bacterium clone dongzy2tff15081 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV168	gi|1388705621|gb|KY891765.1|	Uncultured bacterium clone 2007WL_16S_OTU_1450 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
ASV170	gi|1806205128|dbj|LC521604.1|	Uncultured Nitrospira sp. OTU1 (A03) gene for 16S rRNA, partial sequence	5.23e-127	468	100.000	100	100
ASV171	gi|1773990121|gb|MN655248.1|	Uncultured Sphingobacteriales bacterium clone OTU100 16S ribosomal RNA gene, partial sequence	5.23e-127	468	100.000	100	100
